Latitude,Longitude,updated_type,updated_subtype,Alert_Count
-87.69,41.89,ROAD_CLOSED,UNCLASSIFIED,174
-87.69,41.9,ACCIDENT,MINOR,1
-87.69,41.9,ACCIDENT,UNCLASSIFIED,29
-87.69,41.9,HAZARD,ON ROAD,60
-87.69,41.9,HAZARD,ON ROAD CAR STOPPED,6
-87.69,41.9,HAZARD,ON ROAD CONSTRUCTION,36
-87.69,41.9,HAZARD,ON ROAD EMERGENCY VEHICLE,4
-87.69,41.9,HAZARD,ON ROAD OBJECT,11
-87.69,41.9,HAZARD,ON ROAD POT HOLE,76
-87.69,41.9,HAZARD,ON ROAD TRAFFIC LIGHT FAULT,20
-87.69,41.9,HAZARD,ON SHOULDER CAR STOPPED,14
-87.69,41.9,HAZARD,UNCLASSIFIED,2
-87.69,41.9,HAZARD,WEATHER,5
-87.69,41.9,HAZARD,WEATHER FLOOD,1
-87.69,41.9,HAZARD,WEATHER HEAVY SNOW,1
-87.69,41.9,JAM,HEAVY TRAFFIC,252
-87.69,41.9,JAM,MODERATE TRAFFIC,8
-87.69,41.9,JAM,STAND STILL TRAFFIC,127
-87.69,41.9,JAM,UNCLASSIFIED,105
-87.69,41.9,ROAD_CLOSED,UNCLASSIFIED,42
-87.69,41.910000000000004,ACCIDENT,MAJOR,1
-87.69,41.910000000000004,ACCIDENT,MINOR,1
-87.69,41.910000000000004,ACCIDENT,UNCLASSIFIED,25
-87.69,41.910000000000004,HAZARD,ON ROAD,45
-87.69,41.910000000000004,HAZARD,ON ROAD CAR STOPPED,1
-87.69,41.910000000000004,HAZARD,ON ROAD CONSTRUCTION,18
-87.69,41.910000000000004,HAZARD,ON ROAD EMERGENCY VEHICLE,8
-87.69,41.910000000000004,HAZARD,ON ROAD LANE CLOSED,5
-87.69,41.910000000000004,HAZARD,ON ROAD OBJECT,16
-87.69,41.910000000000004,HAZARD,ON ROAD POT HOLE,3
-87.69,41.910000000000004,HAZARD,ON ROAD TRAFFIC LIGHT FAULT,13
-87.69,41.910000000000004,HAZARD,ON SHOULDER CAR STOPPED,19
-87.69,41.910000000000004,HAZARD,WEATHER,8
-87.69,41.910000000000004,HAZARD,WEATHER FLOOD,2
-87.69,41.910000000000004,HAZARD,WEATHER FOG,1
-87.69,41.910000000000004,JAM,HEAVY TRAFFIC,168
-87.69,41.910000000000004,JAM,MODERATE TRAFFIC,7
-87.69,41.910000000000004,JAM,STAND STILL TRAFFIC,197
-87.69,41.910000000000004,JAM,UNCLASSIFIED,75
-87.69,41.910000000000004,ROAD_CLOSED,UNCLASSIFIED,6
-87.69,41.92,ACCIDENT,MAJOR,2
-87.69,41.92,ACCIDENT,MINOR,5
-87.69,41.92,ACCIDENT,UNCLASSIFIED,53
-87.69,41.92,HAZARD,ON ROAD,71
-87.69,41.92,HAZARD,ON ROAD CAR STOPPED,10
-87.69,41.92,HAZARD,ON ROAD CONSTRUCTION,111
-87.69,41.92,HAZARD,ON ROAD EMERGENCY VEHICLE,11
-87.69,41.92,HAZARD,ON ROAD ICE,1
-87.69,41.92,HAZARD,ON ROAD OBJECT,19
-87.69,41.92,HAZARD,ON ROAD POT HOLE,208
-87.69,41.92,HAZARD,ON ROAD TRAFFIC LIGHT FAULT,6
-87.69,41.92,HAZARD,ON SHOULDER ANIMALS,1
-87.69,41.92,HAZARD,ON SHOULDER CAR STOPPED,23
-87.69,41.92,HAZARD,UNCLASSIFIED,1
-87.69,41.92,HAZARD,WEATHER,7
-87.69,41.92,HAZARD,WEATHER FLOOD,4
-87.69,41.92,HAZARD,WEATHER HEAVY SNOW,1
-87.69,41.92,JAM,HEAVY TRAFFIC,338
-87.69,41.92,JAM,MODERATE TRAFFIC,11
-87.69,41.92,JAM,STAND STILL TRAFFIC,397
-87.69,41.92,JAM,UNCLASSIFIED,137
-87.69,41.92,ROAD_CLOSED,UNCLASSIFIED,27
-87.69,41.93,ACCIDENT,MAJOR,47
-87.69,41.93,ACCIDENT,MINOR,31
-87.69,41.93,ACCIDENT,UNCLASSIFIED,203
-87.69,41.93,HAZARD,ON ROAD,253
-87.69,41.93,HAZARD,ON ROAD CAR STOPPED,40
-87.69,41.93,HAZARD,ON ROAD CONSTRUCTION,204
-87.69,41.93,HAZARD,ON ROAD EMERGENCY VEHICLE,57
-87.69,41.93,HAZARD,ON ROAD ICE,1
-87.69,41.93,HAZARD,ON ROAD LANE CLOSED,10
-87.69,41.93,HAZARD,ON ROAD OBJECT,181
-87.69,41.93,HAZARD,ON ROAD POT HOLE,200
-87.69,41.93,HAZARD,ON ROAD TRAFFIC LIGHT FAULT,28
-87.69,41.93,HAZARD,ON SHOULDER ANIMALS,2
-87.69,41.93,HAZARD,ON SHOULDER CAR STOPPED,2040
-87.69,41.93,HAZARD,UNCLASSIFIED,10
-87.69,41.93,HAZARD,WEATHER,7
-87.69,41.93,HAZARD,WEATHER FLOOD,25
-87.69,41.93,HAZARD,WEATHER HEAVY SNOW,1
-87.69,41.93,JAM,HEAVY TRAFFIC,2514
-87.69,41.93,JAM,MODERATE TRAFFIC,63
-87.69,41.93,JAM,STAND STILL TRAFFIC,1566
-87.69,41.93,JAM,UNCLASSIFIED,593
-87.69,41.93,ROAD_CLOSED,EVENT,1
-87.69,41.93,ROAD_CLOSED,UNCLASSIFIED,5
-87.69,41.94,ACCIDENT,MAJOR,2
-87.69,41.94,ACCIDENT,MINOR,3
-87.69,41.94,ACCIDENT,UNCLASSIFIED,34
-87.69,41.94,HAZARD,ON ROAD,72
-87.69,41.94,HAZARD,ON ROAD CAR STOPPED,6
-87.69,41.94,HAZARD,ON ROAD CONSTRUCTION,47
-87.69,41.94,HAZARD,ON ROAD EMERGENCY VEHICLE,8
-87.69,41.94,HAZARD,ON ROAD OBJECT,22
-87.69,41.94,HAZARD,ON ROAD POT HOLE,25
-87.69,41.94,HAZARD,ON ROAD ROAD KILL,1
-87.69,41.94,HAZARD,ON ROAD TRAFFIC LIGHT FAULT,6
-87.69,41.94,HAZARD,ON SHOULDER CAR STOPPED,30
-87.69,41.94,HAZARD,WEATHER,6
-87.69,41.94,HAZARD,WEATHER FLOOD,2
-87.69,41.94,HAZARD,WEATHER FOG,2
-87.69,41.94,HAZARD,WEATHER HEAVY SNOW,1
-87.69,41.94,JAM,HEAVY TRAFFIC,325
-87.69,41.94,JAM,MODERATE TRAFFIC,19
-87.69,41.94,JAM,STAND STILL TRAFFIC,280
-87.69,41.94,JAM,UNCLASSIFIED,139
-87.69,41.94,ROAD_CLOSED,EVENT,3
-87.69,41.94,ROAD_CLOSED,UNCLASSIFIED,42
-87.69,41.95,ACCIDENT,MAJOR,6
-87.69,41.95,ACCIDENT,MINOR,5
-87.69,41.95,ACCIDENT,UNCLASSIFIED,54
-87.69,41.95,HAZARD,ON ROAD,72
-87.69,41.95,HAZARD,ON ROAD CAR STOPPED,13
-87.69,41.95,HAZARD,ON ROAD CONSTRUCTION,78
-87.69,41.95,HAZARD,ON ROAD EMERGENCY VEHICLE,11
-87.69,41.95,HAZARD,ON ROAD OBJECT,19
-87.69,41.95,HAZARD,ON ROAD POT HOLE,40
-87.69,41.95,HAZARD,ON ROAD TRAFFIC LIGHT FAULT,17
-87.69,41.95,HAZARD,ON SHOULDER CAR STOPPED,20
-87.69,41.95,HAZARD,UNCLASSIFIED,1
-87.69,41.95,HAZARD,WEATHER,4
-87.69,41.95,HAZARD,WEATHER FLOOD,1
-87.69,41.95,JAM,HEAVY TRAFFIC,448
-87.69,41.95,JAM,MODERATE TRAFFIC,26
-87.69,41.95,JAM,STAND STILL TRAFFIC,332
-87.69,41.95,JAM,UNCLASSIFIED,168
-87.69,41.95,ROAD_CLOSED,UNCLASSIFIED,15
-87.69,41.96,ACCIDENT,MAJOR,6
-87.69,41.96,ACCIDENT,MINOR,1
-87.69,41.96,ACCIDENT,UNCLASSIFIED,25
-87.69,41.96,HAZARD,ON ROAD,64
-87.69,41.96,HAZARD,ON ROAD CAR STOPPED,3
-87.69,41.96,HAZARD,ON ROAD CONSTRUCTION,125
-87.69,41.96,HAZARD,ON ROAD EMERGENCY VEHICLE,3
-87.69,41.96,HAZARD,ON ROAD OBJECT,11
-87.69,41.96,HAZARD,ON ROAD POT HOLE,60
-87.69,41.96,HAZARD,ON ROAD TRAFFIC LIGHT FAULT,3
-87.69,41.96,HAZARD,ON SHOULDER CAR STOPPED,9
-87.69,41.96,HAZARD,UNCLASSIFIED,1
-87.69,41.96,HAZARD,WEATHER,6
-87.69,41.96,JAM,HEAVY TRAFFIC,369
-87.69,41.96,JAM,MODERATE TRAFFIC,14
-87.69,41.96,JAM,STAND STILL TRAFFIC,323
-87.69,41.96,JAM,UNCLASSIFIED,116
-87.69,41.96,ROAD_CLOSED,CONSTRUCTION,5
-87.69,41.96,ROAD_CLOSED,EVENT,1
-87.69,41.96,ROAD_CLOSED,UNCLASSIFIED,214
-87.69,41.97,ACCIDENT,MAJOR,5
-87.69,41.97,ACCIDENT,MINOR,2
-87.69,41.97,ACCIDENT,UNCLASSIFIED,28
-87.69,41.97,HAZARD,ON ROAD,48
-87.69,41.97,HAZARD,ON ROAD CAR STOPPED,5
-87.69,41.97,HAZARD,ON ROAD CONSTRUCTION,184
-87.69,41.97,HAZARD,ON ROAD EMERGENCY VEHICLE,2
-87.69,41.97,HAZARD,ON ROAD ICE,1
-87.69,41.97,HAZARD,ON ROAD OBJECT,12
-87.69,41.97,HAZARD,ON ROAD POT HOLE,39
-87.69,41.97,HAZARD,ON ROAD TRAFFIC LIGHT FAULT,15
-87.69,41.97,HAZARD,ON SHOULDER CAR STOPPED,33
-87.69,41.97,HAZARD,UNCLASSIFIED,2
-87.69,41.97,HAZARD,WEATHER,7
-87.69,41.97,HAZARD,WEATHER FLOOD,4
-87.69,41.97,HAZARD,WEATHER FOG,1
-87.69,41.97,JAM,HEAVY TRAFFIC,500
-87.69,41.97,JAM,MODERATE TRAFFIC,27
-87.69,41.97,JAM,STAND STILL TRAFFIC,357
-87.69,41.97,JAM,UNCLASSIFIED,136
-87.69,41.97,ROAD_CLOSED,UNCLASSIFIED,29
-87.69,41.980000000000004,ACCIDENT,MAJOR,4
-87.69,41.980000000000004,ACCIDENT,MINOR,1
-87.69,41.980000000000004,ACCIDENT,UNCLASSIFIED,40
-87.69,41.980000000000004,HAZARD,ON ROAD,72
-87.69,41.980000000000004,HAZARD,ON ROAD CAR STOPPED,8
-87.69,41.980000000000004,HAZARD,ON ROAD CONSTRUCTION,540
-87.69,41.980000000000004,HAZARD,ON ROAD OBJECT,14
-87.69,41.980000000000004,HAZARD,ON ROAD POT HOLE,107
-87.69,41.980000000000004,HAZARD,ON ROAD TRAFFIC LIGHT FAULT,6
-87.69,41.980000000000004,HAZARD,ON SHOULDER CAR STOPPED,45
-87.69,41.980000000000004,HAZARD,WEATHER,3
-87.69,41.980000000000004,HAZARD,WEATHER FLOOD,9
-87.69,41.980000000000004,JAM,HEAVY TRAFFIC,596
-87.69,41.980000000000004,JAM,MODERATE TRAFFIC,33
-87.69,41.980000000000004,JAM,STAND STILL TRAFFIC,442
-87.69,41.980000000000004,JAM,UNCLASSIFIED,200
-87.69,41.980000000000004,ROAD_CLOSED,UNCLASSIFIED,25
-87.69,41.99,ACCIDENT,MAJOR,2
-87.69,41.99,ACCIDENT,MINOR,5
-87.69,41.99,ACCIDENT,UNCLASSIFIED,53
-87.69,41.99,HAZARD,ON ROAD,44
-87.69,41.99,HAZARD,ON ROAD CAR STOPPED,13
-87.69,41.99,HAZARD,ON ROAD CONSTRUCTION,63
-87.69,41.99,HAZARD,ON ROAD EMERGENCY VEHICLE,2
-87.69,41.99,HAZARD,ON ROAD OBJECT,22
-87.69,41.99,HAZARD,ON ROAD POT HOLE,10
-87.69,41.99,HAZARD,ON ROAD TRAFFIC LIGHT FAULT,26
-87.69,41.99,HAZARD,ON SHOULDER CAR STOPPED,83
-87.69,41.99,HAZARD,UNCLASSIFIED,12
-87.69,41.99,HAZARD,WEATHER,3
-87.69,41.99,HAZARD,WEATHER FLOOD,2
-87.69,41.99,JAM,HEAVY TRAFFIC,402
-87.69,41.99,JAM,MODERATE TRAFFIC,25
-87.69,41.99,JAM,STAND STILL TRAFFIC,246
-87.69,41.99,JAM,UNCLASSIFIED,111
-87.69,41.99,ROAD_CLOSED,UNCLASSIFIED,8
-87.69,42.0,ACCIDENT,MAJOR,3
-87.69,42.0,ACCIDENT,MINOR,3
-87.69,42.0,ACCIDENT,UNCLASSIFIED,29
-87.69,42.0,HAZARD,ON ROAD,32
-87.69,42.0,HAZARD,ON ROAD CAR STOPPED,5
-87.69,42.0,HAZARD,ON ROAD CONSTRUCTION,13
-87.69,42.0,HAZARD,ON ROAD EMERGENCY VEHICLE,2
-87.69,42.0,HAZARD,ON ROAD ICE,1
-87.69,42.0,HAZARD,ON ROAD OBJECT,7
-87.69,42.0,HAZARD,ON ROAD POT HOLE,44
-87.69,42.0,HAZARD,ON ROAD TRAFFIC LIGHT FAULT,3
-87.69,42.0,HAZARD,ON SHOULDER CAR STOPPED,10
-87.69,42.0,HAZARD,WEATHER,9
-87.69,42.0,HAZARD,WEATHER FLOOD,3
-87.69,42.0,HAZARD,WEATHER FOG,1
-87.69,42.0,JAM,HEAVY TRAFFIC,173
-87.69,42.0,JAM,MODERATE TRAFFIC,6
-87.69,42.0,JAM,STAND STILL TRAFFIC,88
-87.69,42.0,JAM,UNCLASSIFIED,59
-87.69,42.0,ROAD_CLOSED,UNCLASSIFIED,4
-87.69,42.01,ACCIDENT,MAJOR,1
-87.69,42.01,ACCIDENT,MINOR,3
-87.69,42.01,ACCIDENT,UNCLASSIFIED,22
-87.69,42.01,HAZARD,ON ROAD,23
-87.69,42.01,HAZARD,ON ROAD CAR STOPPED,4
-87.69,42.01,HAZARD,ON ROAD CONSTRUCTION,44
-87.69,42.01,HAZARD,ON ROAD EMERGENCY VEHICLE,10
-87.69,42.01,HAZARD,ON ROAD OBJECT,6
-87.69,42.01,HAZARD,ON ROAD POT HOLE,41
-87.69,42.01,HAZARD,ON ROAD TRAFFIC LIGHT FAULT,2
-87.69,42.01,HAZARD,ON SHOULDER CAR STOPPED,6
-87.69,42.01,HAZARD,WEATHER,4
-87.69,42.01,HAZARD,WEATHER FLOOD,6
-87.69,42.01,JAM,HEAVY TRAFFIC,181
-87.69,42.01,JAM,MODERATE TRAFFIC,7
-87.69,42.01,JAM,STAND STILL TRAFFIC,76
-87.69,42.01,JAM,UNCLASSIFIED,61
-87.69,42.01,ROAD_CLOSED,CONSTRUCTION,2
-87.69,42.01,ROAD_CLOSED,UNCLASSIFIED,35
-87.69,42.02,ACCIDENT,UNCLASSIFIED,7
-87.69,42.02,HAZARD,ON ROAD,14
-87.69,42.02,HAZARD,ON ROAD CONSTRUCTION,11
-87.69,42.02,HAZARD,ON ROAD EMERGENCY VEHICLE,1
-87.69,42.02,HAZARD,ON ROAD ICE,1
-87.69,42.02,HAZARD,ON ROAD OBJECT,1
-87.69,42.02,HAZARD,ON ROAD POT HOLE,2
-87.69,42.02,HAZARD,ON SHOULDER CAR STOPPED,2
-87.69,42.02,HAZARD,WEATHER FLOOD,5
-87.69,42.02,JAM,HEAVY TRAFFIC,2
-87.69,42.02,JAM,STAND STILL TRAFFIC,2
-87.69,42.02,JAM,UNCLASSIFIED,4
-87.69,42.02,ROAD_CLOSED,UNCLASSIFIED,4
-87.68,41.68,HAZARD,ON ROAD,8
-87.68,41.68,HAZARD,ON ROAD CAR STOPPED,1
-87.68,41.68,HAZARD,ON ROAD CONSTRUCTION,4
-87.68,41.68,HAZARD,ON ROAD ICE,1
-87.68,41.68,HAZARD,ON ROAD OBJECT,5
-87.68,41.68,HAZARD,ON ROAD POT HOLE,21
-87.68,41.68,HAZARD,UNCLASSIFIED,1
-87.68,41.68,HAZARD,WEATHER FLOOD,2
-87.68,41.68,JAM,STAND STILL TRAFFIC,1
-87.68,41.68,JAM,UNCLASSIFIED,3
-87.68,41.68,ROAD_CLOSED,EVENT,2
-87.68,41.69,ACCIDENT,UNCLASSIFIED,6
-87.68,41.69,HAZARD,ON ROAD,24
-87.68,41.69,HAZARD,ON ROAD CONSTRUCTION,6
-87.68,41.69,HAZARD,ON ROAD OBJECT,5
-87.68,41.69,HAZARD,ON ROAD POT HOLE,1
-87.68,41.69,HAZARD,ON SHOULDER CAR STOPPED,7
-87.68,41.69,HAZARD,WEATHER,1
-87.68,41.69,HAZARD,WEATHER FLOOD,3
-87.68,41.69,JAM,HEAVY TRAFFIC,9
-87.68,41.69,JAM,STAND STILL TRAFFIC,2
-87.68,41.69,JAM,UNCLASSIFIED,12
-87.68,41.69,ROAD_CLOSED,EVENT,48
-87.68,41.7,ACCIDENT,MINOR,1
-87.68,41.7,ACCIDENT,UNCLASSIFIED,4
-87.68,41.7,HAZARD,ON ROAD,16
-87.68,41.7,HAZARD,ON ROAD CAR STOPPED,1
-87.68,41.7,HAZARD,ON ROAD CONSTRUCTION,2
-87.68,41.7,HAZARD,ON ROAD EMERGENCY VEHICLE,1
-87.68,41.7,HAZARD,ON ROAD OBJECT,2
-87.68,41.7,HAZARD,ON ROAD POT HOLE,1
-87.68,41.7,HAZARD,ON ROAD TRAFFIC LIGHT FAULT,2
-87.68,41.7,HAZARD,ON SHOULDER CAR STOPPED,4
-87.68,41.7,HAZARD,WEATHER,1
-87.68,41.7,HAZARD,WEATHER FLOOD,1
-87.68,41.7,JAM,HEAVY TRAFFIC,4
-87.68,41.7,JAM,STAND STILL TRAFFIC,5
-87.68,41.7,JAM,UNCLASSIFIED,10
-87.68,41.7,ROAD_CLOSED,EVENT,40
-87.68,41.7,ROAD_CLOSED,UNCLASSIFIED,2
-87.68,41.71,ACCIDENT,MAJOR,1
-87.68,41.71,ACCIDENT,MINOR,1
-87.68,41.71,ACCIDENT,UNCLASSIFIED,7
-87.68,41.71,HAZARD,ON ROAD,17
-87.68,41.71,HAZARD,ON ROAD CONSTRUCTION,7
-87.68,41.71,HAZARD,ON ROAD EMERGENCY VEHICLE,1
-87.68,41.71,HAZARD,ON ROAD OBJECT,1
-87.68,41.71,HAZARD,ON SHOULDER CAR STOPPED,2
-87.68,41.71,HAZARD,WEATHER,3
-87.68,41.71,HAZARD,WEATHER FLOOD,1
-87.68,41.71,HAZARD,WEATHER FOG,1
-87.68,41.71,JAM,HEAVY TRAFFIC,50
-87.68,41.71,JAM,MODERATE TRAFFIC,1
-87.68,41.71,JAM,STAND STILL TRAFFIC,16
-87.68,41.71,JAM,UNCLASSIFIED,55
-87.68,41.71,ROAD_CLOSED,EVENT,2
-87.68,41.72,ACCIDENT,UNCLASSIFIED,6
-87.68,41.72,HAZARD,ON ROAD,5
-87.68,41.72,HAZARD,ON ROAD CAR STOPPED,2
-87.68,41.72,HAZARD,ON ROAD CONSTRUCTION,2
-87.68,41.72,HAZARD,ON ROAD OBJECT,1
-87.68,41.72,HAZARD,ON ROAD POT HOLE,14
-87.68,41.72,HAZARD,ON SHOULDER CAR STOPPED,3
-87.68,41.72,HAZARD,UNCLASSIFIED,3
-87.68,41.72,JAM,HEAVY TRAFFIC,18
-87.68,41.72,JAM,STAND STILL TRAFFIC,6
-87.68,41.72,JAM,UNCLASSIFIED,13
-87.68,41.730000000000004,ACCIDENT,MAJOR,1
-87.68,41.730000000000004,HAZARD,ON ROAD,5
-87.68,41.730000000000004,HAZARD,ON ROAD EMERGENCY VEHICLE,1
-87.68,41.730000000000004,HAZARD,ON ROAD POT HOLE,1
-87.68,41.730000000000004,HAZARD,WEATHER,1
-87.68,41.730000000000004,JAM,HEAVY TRAFFIC,2
-87.68,41.730000000000004,JAM,UNCLASSIFIED,4
-87.68,41.74,ACCIDENT,UNCLASSIFIED,10
-87.68,41.74,HAZARD,ON ROAD,7
-87.68,41.74,HAZARD,ON ROAD CONSTRUCTION,4
-87.68,41.74,HAZARD,ON ROAD OBJECT,9
-87.68,41.74,HAZARD,ON ROAD POT HOLE,1
-87.68,41.74,HAZARD,ON ROAD TRAFFIC LIGHT FAULT,2
-87.68,41.74,HAZARD,ON SHOULDER CAR STOPPED,9
-87.68,41.74,HAZARD,WEATHER,1
-87.68,41.74,HAZARD,WEATHER FLOOD,1
-87.68,41.74,JAM,HEAVY TRAFFIC,9
-87.68,41.74,JAM,STAND STILL TRAFFIC,2
-87.68,41.74,JAM,UNCLASSIFIED,4
-87.68,41.75,ACCIDENT,UNCLASSIFIED,6
-87.68,41.75,HAZARD,ON ROAD,5
-87.68,41.75,HAZARD,ON ROAD CONSTRUCTION,8
-87.68,41.75,HAZARD,ON ROAD EMERGENCY VEHICLE,1
-87.68,41.75,HAZARD,ON ROAD OBJECT,1
-87.68,41.75,HAZARD,ON ROAD TRAFFIC LIGHT FAULT,2
-87.68,41.75,HAZARD,UNCLASSIFIED,7
-87.68,41.75,JAM,HEAVY TRAFFIC,10
-87.68,41.75,JAM,STAND STILL TRAFFIC,2
-87.68,41.75,JAM,UNCLASSIFIED,17
-87.68,41.75,ROAD_CLOSED,UNCLASSIFIED,2
-87.68,41.76,ACCIDENT,MAJOR,1
-87.68,41.76,ACCIDENT,MINOR,3
-87.68,41.76,ACCIDENT,UNCLASSIFIED,13
-87.68,41.76,HAZARD,ON ROAD,19
-87.68,41.76,HAZARD,ON ROAD CAR STOPPED,1
-87.68,41.76,HAZARD,ON ROAD CONSTRUCTION,82
-87.68,41.76,HAZARD,ON ROAD EMERGENCY VEHICLE,14
-87.68,41.76,HAZARD,ON ROAD OBJECT,3
-87.68,41.76,HAZARD,ON ROAD POT HOLE,27
-87.68,41.76,HAZARD,ON ROAD TRAFFIC LIGHT FAULT,6
-87.68,41.76,HAZARD,ON SHOULDER CAR STOPPED,9
-87.68,41.76,HAZARD,UNCLASSIFIED,2
-87.68,41.76,HAZARD,WEATHER FOG,1
-87.68,41.76,JAM,HEAVY TRAFFIC,34
-87.68,41.76,JAM,MODERATE TRAFFIC,2
-87.68,41.76,JAM,STAND STILL TRAFFIC,48
-87.68,41.76,JAM,UNCLASSIFIED,14
-87.68,41.76,ROAD_CLOSED,EVENT,4
-87.68,41.76,ROAD_CLOSED,UNCLASSIFIED,25
-87.68,41.77,ACCIDENT,MAJOR,2
-87.68,41.77,ACCIDENT,MINOR,1
-87.68,41.77,ACCIDENT,UNCLASSIFIED,14
-87.68,41.77,HAZARD,ON ROAD,32
-87.68,41.77,HAZARD,ON ROAD CONSTRUCTION,88
-87.68,41.77,HAZARD,ON ROAD EMERGENCY VEHICLE,1
-87.68,41.77,HAZARD,ON ROAD OBJECT,14
-87.68,41.77,HAZARD,ON ROAD POT HOLE,95
-87.68,41.77,HAZARD,ON ROAD ROAD KILL,1
-87.68,41.77,HAZARD,ON ROAD TRAFFIC LIGHT FAULT,5
-87.68,41.77,HAZARD,ON SHOULDER CAR STOPPED,12
-87.68,41.77,HAZARD,UNCLASSIFIED,1
-87.68,41.77,HAZARD,WEATHER,1
-87.68,41.77,HAZARD,WEATHER FLOOD,2
-87.68,41.77,HAZARD,WEATHER HEAVY SNOW,1
-87.68,41.77,JAM,HEAVY TRAFFIC,40
-87.68,41.77,JAM,STAND STILL TRAFFIC,16
-87.68,41.77,JAM,UNCLASSIFIED,24
-87.68,41.77,ROAD_CLOSED,CONSTRUCTION,2
-87.68,41.77,ROAD_CLOSED,EVENT,4
-87.68,41.77,ROAD_CLOSED,HAZARD,1
-87.68,41.77,ROAD_CLOSED,UNCLASSIFIED,137
-87.68,41.78,ACCIDENT,MAJOR,2
-87.68,41.78,ACCIDENT,UNCLASSIFIED,12
-87.68,41.78,HAZARD,ON ROAD,21
-87.68,41.78,HAZARD,ON ROAD CAR STOPPED,1
-87.68,41.78,HAZARD,ON ROAD CONSTRUCTION,30
-87.68,41.78,HAZARD,ON ROAD OBJECT,4
-87.68,41.78,HAZARD,ON ROAD POT HOLE,52
-87.68,41.78,HAZARD,ON ROAD TRAFFIC LIGHT FAULT,11
-87.68,41.78,HAZARD,ON SHOULDER CAR STOPPED,7
-87.68,41.78,HAZARD,UNCLASSIFIED,4
-87.68,41.78,HAZARD,WEATHER FLOOD,2
-87.68,41.78,JAM,HEAVY TRAFFIC,79
-87.68,41.78,JAM,STAND STILL TRAFFIC,24
-87.68,41.78,JAM,UNCLASSIFIED,31
-87.68,41.78,ROAD_CLOSED,UNCLASSIFIED,4
-87.68,41.79,ACCIDENT,MAJOR,1
-87.68,41.79,ACCIDENT,UNCLASSIFIED,33
-87.68,41.79,HAZARD,ON ROAD,21
-87.68,41.79,HAZARD,ON ROAD CAR STOPPED,2
-87.68,41.79,HAZARD,ON ROAD CONSTRUCTION,50
-87.68,41.79,HAZARD,ON ROAD EMERGENCY VEHICLE,2
-87.68,41.79,HAZARD,ON ROAD OBJECT,8
-87.68,41.79,HAZARD,ON ROAD POT HOLE,59
-87.68,41.79,HAZARD,ON ROAD TRAFFIC LIGHT FAULT,5
-87.68,41.79,HAZARD,ON SHOULDER CAR STOPPED,28
-87.68,41.79,HAZARD,ON SHOULDER MISSING SIGN,1
-87.68,41.79,HAZARD,UNCLASSIFIED,6
-87.68,41.79,HAZARD,WEATHER FLOOD,4
-87.68,41.79,JAM,HEAVY TRAFFIC,76
-87.68,41.79,JAM,STAND STILL TRAFFIC,33
-87.68,41.79,JAM,UNCLASSIFIED,37
-87.68,41.79,ROAD_CLOSED,EVENT,2
-87.68,41.79,ROAD_CLOSED,UNCLASSIFIED,44
-87.68,41.800000000000004,ACCIDENT,MAJOR,4
-87.68,41.800000000000004,ACCIDENT,MINOR,2
-87.68,41.800000000000004,ACCIDENT,UNCLASSIFIED,29
-87.68,41.800000000000004,HAZARD,ON ROAD,18
-87.68,41.800000000000004,HAZARD,ON ROAD CAR STOPPED,2
-87.68,41.800000000000004,HAZARD,ON ROAD CONSTRUCTION,13
-87.68,41.800000000000004,HAZARD,ON ROAD EMERGENCY VEHICLE,1
-87.68,41.800000000000004,HAZARD,ON ROAD OBJECT,5
-87.68,41.800000000000004,HAZARD,ON ROAD POT HOLE,30
-87.68,41.800000000000004,HAZARD,ON ROAD TRAFFIC LIGHT FAULT,2
-87.68,41.800000000000004,HAZARD,ON SHOULDER CAR STOPPED,21
-87.68,41.800000000000004,HAZARD,WEATHER,3
-87.68,41.800000000000004,HAZARD,WEATHER FLOOD,2
-87.68,41.800000000000004,JAM,HEAVY TRAFFIC,57
-87.68,41.800000000000004,JAM,STAND STILL TRAFFIC,43
-87.68,41.800000000000004,JAM,UNCLASSIFIED,28
-87.68,41.800000000000004,ROAD_CLOSED,UNCLASSIFIED,5
-87.68,41.81,ACCIDENT,MINOR,2
-87.68,41.81,ACCIDENT,UNCLASSIFIED,23
-87.68,41.81,HAZARD,ON ROAD,22
-87.68,41.81,HAZARD,ON ROAD CAR STOPPED,2
-87.68,41.81,HAZARD,ON ROAD CONSTRUCTION,32
-87.68,41.81,HAZARD,ON ROAD EMERGENCY VEHICLE,2
-87.68,41.81,HAZARD,ON ROAD ICE,1
-87.68,41.81,HAZARD,ON ROAD OBJECT,6
-87.68,41.81,HAZARD,ON ROAD POT HOLE,42
-87.68,41.81,HAZARD,ON ROAD TRAFFIC LIGHT FAULT,1
-87.68,41.81,HAZARD,ON SHOULDER CAR STOPPED,24
-87.68,41.81,HAZARD,WEATHER,1
-87.68,41.81,HAZARD,WEATHER FLOOD,4
-87.68,41.81,JAM,HEAVY TRAFFIC,59
-87.68,41.81,JAM,MODERATE TRAFFIC,4
-87.68,41.81,JAM,STAND STILL TRAFFIC,27
-87.68,41.81,JAM,UNCLASSIFIED,21
-87.68,41.81,ROAD_CLOSED,UNCLASSIFIED,1
-87.68,41.82,ACCIDENT,MAJOR,3
-87.68,41.82,ACCIDENT,MINOR,5
-87.68,41.82,ACCIDENT,UNCLASSIFIED,33
